Dear_Editor-1,0,2,,
Dear_Editor-1,0,3,58,272
Dear_Editor-1,0,4,466,602
Dear_Editor-1,0,5,627,660
Dear_Editor-1,0,6,703,909
Dear_Editor-1,0,7,935,1143
Dear_Editor-1,0,8,1169,1377
Dear_Editor-1,0,9,1398,1555
Dear_Editor-1,0,10,1576,1774
Dear_Editor-1,0,11,1802,2010
Dear_Editor-1,0,12,2021,2295
Dear_Editor-1,0,13,2308,2556
Dear_Editor-1,0,14,2570,2790
Dear_Editor-1,0,15,,
Dear_Editor-1,0,16,2819,3051
Dear_Editor-1,0,17,3100,3370
Dear_Editor-1,0,18,3401,3610
Dear_Editor-1,0,19,3631,3905
Dear_Editor-1,0,20,3919,4109
Dear_Editor-1,0,21,4128,4197
Body_Shop-1,1,2,246,449
Body_Shop-1,1,3,463,691
Body_Shop-1,1,4,768,1002
Body_Shop-1,1,5,1012,1550
Body_Shop-1,1,6,1916,1984
Body_Shop-1,1,7,2005,2154
Body_Shop-1,1,8,2182,2388
Body_Shop-1,1,9,2396,2600
Body_Shop-1,1,10,2617,2895
Body_Shop-1,1,11,2919,3206
Body_Shop-1,1,12,3214,3372
Body_Shop-1,1,13,3377,3390
Walden-1,2,2,106,285
Walden-1,2,3,300,520
Walden-1,2,4,529,790
Walden-1,2,5,809,1012
Walden-1,2,6,1027,1347
Walden-1,2,7,1401,1582
Walden-1,2,8,1596,1841
Walden-1,2,9,1920,2087
Walden-1,2,10,2100,2250
Walden-1,2,11,2263,2565
Walden-1,2,12,2629,2973
Walden-1,2,13,2990,3240
Walden-1,2,14,3274,3503
Walden-1,2,15,3561,3794
Walden-1,2,16,3852,4028
Walden-1,2,17,4036,4215
Walden-1,2,18,4232,4385
Walden-1,2,19,4400,4725
Walden-1,2,20,4736,5010
Walden-1,2,21,5020,5184
Walden-1,2,22,5196,5304
The_savannah-1,3,2,65,205
The_savannah-1,3,3,215,407
The_savannah-1,3,4,535,785
The_savannah-1,3,5,801,1110
The_savannah-1,3,6,1197,1560
The_savannah-1,3,7,1570,1779
The_savannah-1,3,8,1797,2245
The_savannah-1,3,9,2271,2458
The_savannah-1,3,10,2470,2758
The_savannah-1,3,11,2772,3055
The_savannah-1,3,12,3069,3213
The_savannah-1,3,13,3333,3522
The_savannah-1,3,14,3536,3715
The_savannah-1,3,15,3727,3907
The_savannah-1,3,16,3920,4034
The_savannah-1,3,17,4050,4224
The_savannah-1,3,18,4233,4253
JAZZ-1,4,2,433,623
JAZZ-1,4,3,632,703
JAZZ-1,4,4,865,1134
JAZZ-1,4,5,1256,1600
JAZZ-1,4,6,1644,1830
JAZZ-1,4,7,1842,2140
JAZZ-1,4,8,2200,2372
JAZZ-1,4,9,2414,2630
JAZZ-1,4,10,2654,2820
JAZZ-1,4,11,2843,3020
JAZZ-1,4,12,3071,3203
JAZZ-1,4,13,3224,3360
JAZZ-1,4,14,3374,3525
JAZZ-1,4,15,3547,3709
JAZZ-1,4,16,3723,3906
JAZZ-1,4,17,3918,3924
JAZZ-1,4,18,3928,4120
JAZZ-1,4,19,4142,4225
Alternative_medicine-1,5,2,125,245
Alternative_medicine-1,5,3,261,435
Alternative_medicine-1,5,4,451,673
Alternative_medicine-1,5,5,685,813
Alternative_medicine-1,5,6,825,990
Alternative_medicine-1,5,7,1004,1270
Alternative_medicine-1,5,8,1288,1513
Alternative_medicine-1,5,9,1522,1581
Alternative_medicine-1,5,10,1589,1972
Alternative_medicine-1,5,11,1994,2251
Alternative_medicine-1,5,12,2264,2564
Alternative_medicine-1,5,13,2586,2742
Alternative_medicine-1,5,14,2752,2940
Alternative_medicine-1,5,15,2950,3124
Alternative_medicine-1,5,16,3136,3180
Ainsley_Harriott-1,6,2,40,246
Ainsley_Harriott-1,6,3,268,429
Ainsley_Harriott-1,6,4,438,478
Ainsley_Harriott-1,6,5,487,714
Ainsley_Harriott-1,6,6,731,881
Ainsley_Harriott-1,6,7,933,1100
Ainsley_Harriott-1,6,8,1119,1330
Ainsley_Harriott-1,6,9,1344,1601
Ainsley_Harriott-1,6,10,1612,1844
Ainsley_Harriott-1,6,11,1855,1950
Ainsley_Harriott-1,6,12,1966,2202
Ainsley_Harriott-1,6,13,2232,2420
Ainsley_Harriott-1,6,14,2428,2615
Ainsley_Harriott-1,6,15,2629,2802
Ainsley_Harriott-1,6,16,2813,2848
The_western_alphabet-1,7,2,59,152
The_western_alphabet-1,7,3,162,304
The_western_alphabet-1,7,4,317,474
The_western_alphabet-1,7,5,490,632
The_western_alphabet-1,7,6,641,792
The_western_alphabet-1,7,7,806,1067
The_western_alphabet-1,7,8,1082,1165
The_western_alphabet-1,7,9,1170,1362
The_western_alphabet-1,7,10,1375,1535
The_western_alphabet-1,7,11,1543,1682
The_western_alphabet-1,7,12,1689,1805
The_western_alphabet-1,7,13,1812,1869
The_western_alphabet-1,7,14,1880,2063
The_western_alphabet-1,7,15,2073,2220
The_western_alphabet-1,7,16,2223,2323
The_western_alphabet-1,7,17,2331,2350
"Doug_Allan,_Wildlife_Cameraman-1",8,2,64,226
"Doug_Allan,_Wildlife_Cameraman-1",8,3,242,384
"Doug_Allan,_Wildlife_Cameraman-1",8,4,390,425
"Doug_Allan,_Wildlife_Cameraman-1",8,5,461,638
"Doug_Allan,_Wildlife_Cameraman-1",8,6,646,901
"Doug_Allan,_Wildlife_Cameraman-1",8,7,916,990
"Doug_Allan,_Wildlife_Cameraman-1",8,8,996,1182
"Doug_Allan,_Wildlife_Cameraman-1",8,9,1193,1375
"Doug_Allan,_Wildlife_Cameraman-1",8,10,1407,1620
"Doug_Allan,_Wildlife_Cameraman-1",8,11,1632,1769
"Doug_Allan,_Wildlife_Cameraman-1",8,12,1783,2122
"Doug_Allan,_Wildlife_Cameraman-1",8,13,2133,2326
"Doug_Allan,_Wildlife_Cameraman-1",8,14,2334,2464
"Doug_Allan,_Wildlife_Cameraman-1",8,15,2476,2756
"Doug_Allan,_Wildlife_Cameraman-1",8,16,2765,2992
"Doug_Allan,_Wildlife_Cameraman-1",8,17,3002,3064
"Doug_Allan,_Wildlife_Cameraman-1",8,18,3077,3247
"Doug_Allan,_Wildlife_Cameraman-1",8,19,3256,3410
Different_Colours-1,9,2,44,190
Different_Colours-1,9,3,202,347
Different_Colours-1,9,4,363,482
Different_Colours-1,9,5,494,651
Different_Colours-1,9,6,666,876
Different_Colours-1,9,7,884,1103
Different_Colours-1,9,8,1115,1287
Different_Colours-1,9,9,1294,1438
Different_Colours-1,9,10,1448,1470
Different_Colours-1,9,11,1611,1760
Different_Colours-1,9,12,1776,1935
Different_Colours-1,9,13,1945,2127
Different_Colours-1,9,14,2136,2259
Different_Colours-1,9,15,2265,2564
Different_Colours-1,9,16,2571,2765
Different_Colours-1,9,17,2780,3103
Different_Colours-1,9,18,3107,3330
Different_Colours-1,9,19,3344,3494
